STATE_NAME,STATE_ABBREVIATION,COUNTY_NAME,COUNTY_FIPS_CODE,STUDYYEAR,EMR_16,FEMR_16,MEMR_16,EMR_20to64,FEMR_20to64,MEMR_20to64,UNR_16,FUNR_16,MUNR_16,UNR_20to64,FUNR_20to64,MUNR_20to64,FLFPR_20to64,FLFPR_20to64_UNDER6,FLFPR_20to64_6to17,FLFPR_20to64_UNDER6_6to17,MLFPR_20to64,PR_F,PR_P,MHI,MFI,MFI_2022,ME,FME,MME,MHI_2022,ME_2022,FME_2022,MME_2022,TOTALPOP,ONERACE,ONERACE_W,ONERACE_B,ONERACE_I,ONERACE_A,ONERACE_H,ONERACE_OTHER,TWORACES,HISPANIC,HOUSEHOLDS,H_UNDER6_BOTHWORK,H_UNDER6_FWORK,H_UNDER6_MWORK,H_UNDER6_SINGLEM,H_6to17_BOTHWORK,H_6to17_FWORK,H_6to17_MWORK,H_6to17_SINGLEM,EMP_M,MEMP_M,FEMP_M,EMP_SERVICE,MEMP_SERVICE,FEMP_SERVICE,EMP_SALES,MEMP_SALES,FEMP_SALES,EMP_N,MEMP_N,FEMP_N,EMP_P,MEMP_P,FEMP_P,MCBto5,MC6to11,MC12to17,MC18to23,MC24to29,MC30to35,MC36to41,MC42to47,MC48to53,MC54toSA,MCSA,Annual Center-Based Care Cost (School Age),MFCCBto5,MFCC6to11,MFCC12to17,MFCC18to23,MFCC24to29,MFCC30to35,MFCC36to41,MFCC42to47,MFCC48to53,MFCC54toSA,MFCCSA,Annual Median Home-Based Care Cost (School Age),_75CBto5,_75C6to11,_75C12to17,_75C18to23,_75C24to29,_75C30to35,_75C36to41,_75C42to47,_75C48to53,_75C54toSA,_75CSA,_75FCCBto5,_75FCC6to11,_75FCC12to17,_75FCC18to23,_75FCC24to29,_75FCC30to35,_75FCC36to41,_75FCC42to47,_75FCC48to53,_75FCC54toSA,_75FCCSA,MCINFANT,Annual Center-Based Care Cost (Infant),MCTODDLER,Annual Center-Based Care Cost (Toddler),MCPRESCHOOL,Annual Center-Based Care Cost (Preschool),_75CINFANT,_75CTODDLER,_75CPRESCHOOL,MFCCINFANT,Annual Median Home-Based Care Cost (Infant),MFCCTODDLER,Annual Median Home-Based Care Cost (Toddler),MFCCPRESCHOOL,Annual Median Home-Based Care Cost (Preschool),_75FCCINFANT,_75FCCTODDLER,_75FCCPRESCHOOL
Washington,WA,Whatcom County,53073,2022,59.2,54.9,63.6,74.6,70.1,79.0,4.9,4.7,5.0,4.1,3.8,4.4,73.0,66.4,78.0,59.4,83.0,7.2,12.9,77581,96874,96874,40626,33043,49605,77581,40626,33043,49605,226523,91.7,79.9,0.9,2.1,4.4,0.3,4.0,8.3,10.1,91171,5400,4126,290,1961.0,12824,5377,876,5759.0,40.0,36.2,44.3,18.4,15.6,21.5,18.9,12.5,26.1,9.7,16.6,1.9,13.0,19.0,6.2,362.85,362.85,326.27,329.65,277.04,290.19,290.19,290.19,290.19,290.19,199.61,10379.720000000001,275.85,275.85,262.31,269.24,232.3,233.84,233.84,233.84,233.84,233.84,217.85,11328.199999999999,432.5,432.5,377.11,378.15,359.7,377.7,377.7,377.7,377.7,377.7,274.07,313.85,313.85,315.38,323.08,261.54,262.31,262.31,262.31,262.31,262.31,263.38,362.85,18868.2,290.19,15089.88,290.19,15089.88,432.5,377.7,377.7,275.85,14344.2,233.84,12159.68,233.84,12159.68,313.85,262.31,262.31
Iowa,IA,Carroll County,19027,2008,68.1,61.6,75.2,85.9,83.0,88.8,3.8,4.6,3.1,3.6,4.0,3.4,86.4,77.9,94.9,97.6,91.9,6.9,9.7,50475,61949,83631,26012,21211,31715,68141,35116,28635,42815,20897,99.5,98.5,0.0,0.1,0.7,0.0,0.1,0.5,1.2,8474,801,244,5,320.0,2124,267,31,625.0,28.4,23.8,33.5,17.4,8.8,27.1,26.0,22.5,29.9,10.6,18.4,1.8,17.7,26.5,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,IA,Mitchell County,19131,2018,62.0,56.6,67.6,81.1,77.7,84.4,3.1,2.4,3.7,3.1,2.7,3.3,79.9,77.1,88.8,67.5,87.3,4.7,9.0,55553,68224,80504,32102,25396,40759,65553,37880,29967,48096,10631,99.1,97.7,0.1,0.6,0.5,0.0,0.1,0.9,1.4,4397,339,221,0,77.0,951,241,42,251.0,31.2,28.6,34.1,16.6,9.3,25.1,19.1,10.2,29.3,12.6,21.9,1.8,20.6,30.1,9.6,141.08,141.08,141.08,141.08,136.82,136.82,120.66,120.66,120.66,120.66,96.76,5031.52,93.19,93.19,93.19,93.19,92.85,92.85,91.55,91.55,91.55,91.55,84.41,4389.32,169.11,169.11,169.11,169.11,164.0,164.0,144.63,144.63,144.63,144.63,115.99,108.77,108.77,108.77,108.77,108.37,108.37,106.86,106.86,106.86,106.86,98.52,141.08,7336.160000000001,136.82,7114.639999999999,120.66,6274.32,169.11,164.0,144.63,93.19,4845.88,92.85,4828.2,91.55,4760.599999999999,108.77,108.37,106.86
Alaska,AK,Skagway Municipality,2230,2010,76.5,74.6,77.9,79.3,81.1,78.1,12.2,8.9,14.3,13.2,9.3,16.0,89.3,100.0,84.7,52.1,92.9,0.0,10.8,73500,87361,118811,33936,22015,43922,99960,46153,29940,59734,1140,93.6,81.4,2.2,9.3,0.4,0.2,0.1,6.4,3.6,386,51,0,0,0.0,85,0,8,21.0,26.8,26.7,27.1,39.2,47.8,26.6,22.5,8.3,43.2,6.3,10.7,0.0,5.2,6.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,WI,Vilas County,55125,2012,51.0,49.3,52.5,69.3,45.5,69.9,9.4,6.4,12.1,9.2,6.4,11.8,73.4,76.1,80.8,79.7,79.3,11.0,14.0,40743,49417,63748,23066,20413,27180,52558,29755,26333,35062,21489,97.3,87.4,0.9,8.5,0.4,0.0,0.1,2.7,1.3,10668,411,179,0,416.0,1000,285,59,642.0,32.5,32.4,32.7,21.0,14.3,28.2,25.4,17.5,33.9,12.8,24.1,0.6,8.3,11.8,4.6,150.0,150.0,150.0,150.0,135.0,135.0,135.0,135.0,115.0,115.0,145.0,7540.0,130.0,130.0,130.0,130.0,125.0,125.0,125.0,125.0,120.0,120.0,120.0,6240.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,145.0,145.0,145.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,150.0,7800.0,135.0,7020.0,135.0,7020.0,160.0,160.0,160.0,130.0,6760.0,125.0,6500.0,125.0,6500.0,135.0,135.0,135.0
Ohio,OH,Hancock County,39063,2013,61.2,56.6,66.2,75.3,71.4,79.4,8.6,8.1,9.0,7.2,6.4,7.8,76.2,77.1,78.3,74.9,86.2,9.6,14.0,49589,64032,81321,28101,21443,35620,62978,35688,27233,45237,75239,98.4,93.8,1.5,0.1,1.6,0.1,1.3,1.6,4.7,30610,2216,866,127,1380.0,5488,2082,118,2404.0,34.3,31.6,37.2,16.8,11.8,22.3,20.1,13.6,27.2,8.1,15.1,0.5,20.7,27.9,12.7,169.16,169.16,169.16,152.5,152.5,152.5,128.07,128.07,128.07,128.07,110.39,5740.28,144.27,144.27,144.27,137.28,137.28,137.28,131.37,131.37,131.37,131.37,125.51,6526.52,188.45,188.45,188.45,174.06,174.06,174.06,158.05,158.05,158.05,158.05,133.38,162.75,162.75,162.75,170.18,170.18,170.18,165.77,165.77,165.77,165.77,166.82,169.16,8796.32,152.5,7930.0,128.07,6659.639999999999,188.45,174.06,158.05,144.27,7502.040000000001,137.28,7138.56,131.37,6831.24,162.75,170.18,165.77
Georgia,GA,Columbia County,13073,2009,61.9,54.0,70.5,72.1,63.6,81.3,5.4,6.2,4.7,4.4,5.4,3.5,68.6,63.6,82.1,57.6,88.8,4.8,6.6,67115,75051,102820,35102,25582,45780,91948,48090,35047,62719,108015,98.1,78.6,14.6,0.2,3.5,0.0,1.3,1.9,3.3,38700,3943,2936,150,1593.0,9783,5263,455,3989.0,41.6,39.3,44.3,13.6,11.1,16.5,25.6,18.4,34.1,9.5,16.7,1.1,9.7,14.5,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,NC,Hoke County,37093,2017,45.9,46.5,45.3,52.7,54.2,51.1,12.4,12.7,11.9,11.8,12.8,10.8,64.3,48.0,71.9,62.1,72.8,16.8,21.9,45713,51560,62388,29415,22574,36338,55313,35592,27315,43969,52571,94.5,45.5,33.3,8.2,1.4,0.1,6.0,5.5,12.8,17373,1600,1495,71,1588.0,3273,1473,468,2785.0,29.4,22.4,35.8,19.6,15.5,23.5,22.1,16.4,27.5,12.8,24.9,1.7,16.0,20.9,11.5,153.28,153.28,149.95,149.95,142.41,142.41,132.89,132.89,132.89,132.89,102.53,5331.56,142.99,142.99,131.52,131.52,123.34,123.34,111.69,111.69,111.69,111.69,106.52,5539.04,180.96,180.96,175.42,175.42,162.82,162.82,149.41,149.41,149.41,149.41,115.28,150.17,150.17,145.13,145.13,130.02,130.02,151.44,151.44,151.44,151.44,122.06,153.28,7970.56,142.41,7405.32,132.89,6910.279999999999,180.96,162.82,149.41,142.99,7435.4800000000005,123.34,6413.68,111.69,5807.88,150.17,130.02,151.44
Montana,MT,Richland County,30083,2015,67.8,56.2,78.6,79.9,66.8,91.5,2.5,2.4,2.6,1.8,2.0,1.6,68.2,51.2,78.0,34.6,93.0,7.8,11.4,65084,72927,90429,31275,22896,42163,80704,38781,28391,52282,11132,98.5,94.6,0.4,2.3,0.4,0.0,0.8,1.5,4.4,4421,206,449,63,75.0,688,631,2,175.0,28.7,25.9,32.9,12.4,7.6,19.6,23.4,13.8,37.8,21.8,33.1,4.8,13.8,19.6,5.0,151.2,151.2,151.2,151.2,126.18,126.18,131.62,131.62,131.62,131.62,131.62,6844.24,115.07,115.07,115.07,115.07,104.79,104.79,104.79,104.79,104.79,104.79,107.02,5565.04,181.24,181.24,181.24,181.24,151.25,151.25,157.77,157.77,157.77,157.77,157.77,134.31,134.31,134.31,134.31,122.31,122.31,122.31,122.31,122.31,122.31,124.91,151.2,7862.4,126.18,6561.360000000001,131.62,6844.24,181.24,151.25,157.77,115.07,5983.639999999999,104.79,5449.08,104.79,5449.08,134.31,122.31,122.31
Florida,FL,Monroe County,12087,2022,59.6,56.6,62.2,75.2,73.2,77.0,3.4,3.4,3.4,3.4,3.2,3.6,76.1,82.8,86.8,66.5,84.6,6.9,11.7,80111,95165,95165,40709,33723,46576,80111,40709,33723,46576,82044,87.3,75.7,7.0,0.1,1.1,0.2,3.3,12.7,25.7,34388,2004,876,29,855.0,3887,990,267,1886.0,32.8,28.7,37.7,23.6,21.6,26.0,21.1,13.7,30.0,14.1,24.0,2.2,8.4,11.9,4.2,200.0,200.0,200.0,200.0,180.0,180.0,175.0,175.0,175.0,175.0,175.0,9100.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,7800.0,236.5,236.5,231.75,231.75,213.5,213.5,213.5,213.5,213.5,213.5,191.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,150.0,200.0,10400.0,180.0,9360.0,175.0,9100.0,236.5,213.5,213.5,150.0,7800.0,150.0,7800.0,150.0,7800.0,170.0,170.0,170.0
Virginia,VA,Hopewell City,51670,2016,54.2,50.0,59.2,67.3,64.6,70.5,10.8,12.0,9.7,9.9,11.2,8.6,72.7,85.0,78.5,81.0,79.1,17.9,20.5,40814,50828,62518,27731,26705,30739,50201,34109,32847,37809,22332,96.6,52.4,39.0,0.2,1.2,0.0,3.8,3.4,7.2,8866,555,238,22,715.0,1179,292,191,1668.0,23.5,14.9,32.1,18.2,15.4,20.9,27.3,19.4,35.1,12.9,25.4,0.5,18.1,24.9,11.4,160.0,160.0,160.0,141.67,116.67,116.67,116.67,116.67,116.67,116.67,116.67,6066.84,128.33,128.33,128.33,118.33,105.0,105.0,105.0,105.0,105.0,105.0,93.33,4853.16,175.0,175.0,175.0,160.0,130.0,130.0,130.0,130.0,130.0,130.0,120.0,136.67,136.67,136.67,130.0,125.0,125.0,125.0,125.0,125.0,125.0,108.33,160.0,8320.0,116.67,6066.84,116.67,6066.84,175.0,130.0,130.0,128.33,6673.160000000001,105.0,5460.0,105.0,5460.0,136.67,125.0,125.0
Indiana,IN,Elkhart County,18039,2008,66.5,57.6,75.7,77.6,68.8,86.2,7.3,7.9,6.9,6.8,7.6,6.2,74.4,62.7,77.2,62.0,92.0,8.7,12.3,49667,56474,76240,27428,20246,35350,67051,37028,27332,47723,197706,97.6,84.3,5.1,0.3,1.2,0.0,6.6,2.4,13.8,71191,5761,6532,124,3967.0,16113,7514,280,7079.0,24.5,22.9,26.6,12.9,8.4,18.8,22.5,14.6,32.8,7.8,13.3,0.8,32.2,40.8,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,NC,Sampson County,37163,2010,56.8,51.2,62.7,69.0,63.3,74.8,9.3,9.7,9.0,8.8,9.8,7.8,70.2,72.2,82.2,78.3,81.6,15.4,20.4,35740,44296,60243,22981,18827,27514,48606,31254,25605,37419,62832,97.6,56.6,27.6,1.6,0.4,0.1,11.3,2.4,15.5,23781,1699,954,49,1591.0,4159,1429,99,3128.0,27.4,20.7,35.1,15.5,10.0,21.8,18.7,10.8,27.8,16.5,27.6,3.7,22.0,31.0,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,NE,Boone County,31011,2017,65.1,57.2,73.1,83.3,78.7,87.3,1.7,2.0,1.5,1.5,2.0,1.1,80.3,84.9,81.7,88.1,88.5,4.8,7.3,53854,68900,83369,30944,19688,40927,65163,37442,23822,49522,5357,99.3,98.5,0.5,0.1,0.1,0.1,0.1,0.7,2.0,2277,297,61,0,45.0,554,84,3,88.0,34.3,34.7,33.9,17.7,6.0,32.5,17.6,12.8,23.6,15.1,25.3,2.1,15.4,21.2,8.0,133.2,133.2,133.2,120.0,120.0,120.0,115.6,115.6,115.6,115.6,120.0,6240.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,101.2,5262.400000000001,160.0,160.0,160.0,151.6,151.6,151.6,150.0,150.0,150.0,150.0,144.0,125.2,125.2,125.2,124.4,124.4,124.4,120.0,120.0,120.0,120.0,120.0,133.2,6926.4,120.0,6240.0,115.6,6011.2,160.0,151.6,150.0,110.0,5720.0,110.0,5720.0,110.0,5720.0,125.2,124.4,120.0
Virginia,VA,Salem City,51775,2009,55.4,50.5,61.2,71.8,65.7,78.5,4.8,3.6,6.1,3.8,2.3,5.3,75.4,72.1,88.5,82.7,79.6,3.0,7.8,47746,49675,68055,26730,20846,32582,65412,36620,28559,44637,25139,98.6,90.6,6.7,0.1,0.8,0.0,0.3,1.4,1.3,9812,737,338,0,300.0,1741,394,112,764.0,33.1,31.1,35.0,18.1,16.0,20.1,29.9,21.6,37.7,6.5,13.1,0.3,12.4,18.2,7.0,195.5,195.5,195.5,184.5,142.5,142.5,142.5,142.5,142.5,142.5,132.5,6890.0,125.0,125.0,125.0,110.0,93.5,93.5,93.5,93.5,93.5,93.5,93.5,4862.0,200.0,200.0,200.0,197.5,156.0,156.0,156.0,156.0,156.0,156.0,145.5,140.0,140.0,140.0,130.0,110.0,110.0,110.0,110.0,110.0,110.0,127.5,195.5,10166.0,142.5,7410.0,142.5,7410.0,200.0,156.0,156.0,125.0,6500.0,93.5,4862.0,93.5,4862.0,140.0,110.0,110.0
Wisconsin,WI,Winnebago County,55139,2017,63.6,60.8,66.4,77.8,76.3,79.2,3.6,3.6,3.6,3.2,3.2,3.1,78.9,80.9,82.4,71.2,81.8,6.6,12.2,55128,71833,86918,31429,24818,39524,66705,38029,30030,47824,169540,98.5,92.4,2.1,0.6,2.6,0.0,0.7,1.5,3.9,69759,5404,2077,124,2662.0,11548,3550,608,5465.0,31.4,27.5,35.7,17.0,12.8,21.6,24.4,16.9,32.6,7.0,12.7,0.7,20.2,30.1,9.4,245.0,245.0,245.0,245.0,215.0,215.0,215.0,215.0,195.0,195.0,180.0,9360.0,175.0,175.0,175.0,175.0,165.0,165.0,165.0,165.0,160.0,160.0,155.0,8060.0,262.0,262.0,262.0,262.0,234.0,234.0,234.0,234.0,227.0,227.0,195.0,190.0,190.0,190.0,190.0,175.0,175.0,175.0,175.0,175.0,175.0,170.0,245.0,12740.0,215.0,11180.0,215.0,11180.0,262.0,234.0,234.0,175.0,9100.0,165.0,8580.0,165.0,8580.0,190.0,175.0,175.0
South Dakota,SD,Grant County,46051,2014,66.2,59.7,72.3,81.3,78.8,83.5,3.9,3.5,4.1,3.9,3.9,3.9,82.0,89.5,91.4,85.3,87.1,6.0,9.7,51277,59836,74197,26583,22576,32474,63583,32963,27994,40268,7281,99.6,97.6,0.3,1.5,0.1,0.0,0.1,0.4,2.6,3125,299,97,6,89.0,729,74,69,127.0,29.8,28.8,31.0,13.7,7.1,22.4,24.6,12.2,40.6,18.9,31.4,2.6,13.1,20.5,3.3,91.76,91.76,91.76,91.76,91.76,91.76,88.43,88.43,88.43,88.43,87.59,4554.68,77.11,77.11,77.11,77.11,77.11,77.11,76.26,76.26,76.26,76.26,77.11,4009.72,110.0,110.0,110.0,110.0,110.0,110.0,106.0,106.0,106.0,106.0,105.0,90.0,90.0,90.0,90.0,90.0,90.0,89.0,89.0,89.0,89.0,90.0,91.76,4771.52,91.76,4771.52,88.43,4598.360000000001,110.0,110.0,106.0,77.11,4009.72,77.11,4009.72,76.26,3965.5200000000004,90.0,90.0,89.0
Mississippi,MS,Lincoln County,28085,2012,50.4,45.5,56.0,62.5,29.8,68.1,7.6,7.3,8.0,7.3,7.3,7.3,61.8,67.3,72.9,66.9,73.6,19.7,21.6,37176,41212,53163,26536,20847,32517,47957,34231,26893,41947,34850,99.7,68.7,30.5,0.3,0.2,0.0,0.0,0.3,1.0,13184,1149,658,21,1034.0,2065,951,150,1912.0,28.3,22.0,35.1,14.7,10.6,19.2,24.6,14.4,35.7,14.9,27.2,1.6,17.5,25.8,8.4,80.46,80.46,71.62,71.62,69.9,69.9,69.9,69.9,69.9,69.9,62.94,3272.88,70.03,70.03,57.33,57.33,57.33,57.33,57.33,57.33,57.33,57.33,60.95,3169.4,96.45,96.45,85.85,85.85,83.79,83.79,83.79,83.79,83.79,83.79,75.45,81.73,81.73,66.91,66.91,66.91,66.91,66.91,66.91,66.91,66.91,71.13,80.46,4183.92,69.9,3634.8,69.9,3634.8,96.45,83.79,83.79,70.03,3641.56,57.33,2981.16,57.33,2981.16,81.73,66.91,66.91
Georgia,GA,Seminole County,13253,2022,44.1,39.4,49.5,56.4,51.9,61.4,5.8,5.1,6.4,5.6,4.1,7.0,54.1,44.1,86.6,100.0,66.1,16.2,21.0,46063,60408,60408,34375,27917,38813,46063,34375,27917,38813,9117,97.9,63.8,33.3,0.0,0.6,0.0,0.2,2.1,3.6,3653,135,70,0,40.0,510,14,76,440.0,35.5,26.3,45.6,17.4,11.3,24.1,14.3,8.9,20.1,15.0,26.5,2.2,17.9,26.9,8.0,108.5,108.5,108.0,108.0,102.0,102.0,102.0,102.0,102.0,102.0,55.0,2860.0,103.0,103.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,45.4,2360.7999999999997,129.0,129.0,129.3,129.3,124.0,124.0,121.77,121.77,121.77,121.77,66.4,121.9,121.9,113.0,113.0,110.0,110.0,103.8,103.8,101.0,101.0,72.5,108.5,5642.0,102.0,5304.0,102.0,5304.0,129.3,124.0,121.77,103.0,5356.0,97.0,5044.0,97.0,5044.0,121.9,110.0,103.8
Texas,TX,McMullen County,48311,2021,54.5,39.5,68.8,59.1,46.9,71.0,3.4,0.0,5.1,3.8,0.0,6.2,46.9,13.2,89.2,0.0,75.7,12.9,12.2,63056,68125,74256,39375,16339,52167,68731,42919,17810,56862,729,87.5,83.3,0.0,0.7,0.0,0.0,3.6,12.5,64.3,186,8,37,0,5.0,45,48,0,28.0,40.9,47.0,29.7,21.7,10.8,41.6,9.1,1.6,22.8,17.1,26.5,0.0,11.2,14.1,5.9,169.0,169.0,169.0,156.0,156.0,156.0,146.0,146.0,146.0,146.0,138.0,7176.0,149.0,149.0,149.0,141.0,141.0,141.0,135.0,135.0,135.0,135.0,121.0,6292.0,197.0,197.0,197.0,184.0,184.0,184.0,172.0,172.0,172.0,172.0,163.0,175.0,175.0,175.0,167.0,167.0,167.0,160.0,160.0,160.0,160.0,145.0,169.0,8788.0,156.0,8112.0,146.0,7592.0,197.0,184.0,172.0,149.0,7748.0,141.0,7332.0,135.0,7020.0,175.0,167.0,160.0
Ohio,OH,Ottawa County,39123,2012,58.6,53.0,64.4,75.0,43.7,80.6,6.6,6.9,6.3,6.1,6.1,6.1,74.1,68.3,83.2,65.3,86.2,6.9,10.0,53850,66291,85515,30550,22520,39749,69467,39410,29051,51276,41445,98.6,96.0,1.1,0.1,0.4,0.0,0.9,1.4,4.3,17688,1076,594,78,508.0,3105,924,126,904.0,30.0,25.9,34.8,16.8,10.8,23.9,23.1,14.0,33.8,12.2,22.2,0.6,17.9,27.2,7.0,159.34,159.34,159.34,142.66,142.66,142.66,110.96,110.96,110.96,110.96,107.24,5576.48,138.51,138.51,138.51,136.97,136.97,136.97,122.05,122.05,122.05,122.05,115.08,5984.16,175.82,175.82,175.82,162.41,162.41,162.41,142.11,142.11,142.11,142.11,127.03,152.88,152.88,152.88,154.99,154.99,154.99,148.56,148.56,148.56,148.56,142.02,159.34,8285.68,142.66,7418.32,110.96,5769.92,175.82,162.41,142.11,138.51,7202.5199999999995,136.97,7122.44,122.05,6346.599999999999,152.88,154.99,148.56
North Carolina,NC,Martin County,37117,2015,46.9,44.0,50.3,61.8,60.7,63.1,14.7,15.7,13.7,13.8,14.3,13.4,70.8,78.9,81.9,79.1,72.8,16.4,21.3,35080,46342,57464,24723,21883,26647,43499,30657,27135,33042,23729,99.2,53.3,43.6,0.4,0.2,0.4,1.4,0.8,3.5,9269,405,145,45,691.0,1321,385,338,768.0,29.8,23.0,36.6,17.2,12.0,22.4,21.9,14.2,29.5,11.5,22.4,0.7,19.6,28.5,10.9,139.62,139.62,139.62,139.62,129.24,129.24,122.22,122.22,122.22,122.22,94.3,4903.599999999999,103.22,103.22,99.71,99.71,96.05,96.05,92.11,92.11,92.11,92.11,79.68,4143.360000000001,162.03,162.03,162.03,162.03,149.98,149.98,141.84,141.84,141.84,141.84,109.43,119.78,119.78,115.71,115.71,111.47,111.47,106.89,106.89,106.89,106.89,92.47,139.62,7260.24,129.24,6720.4800000000005,122.22,6355.44,162.03,149.98,141.84,103.22,5367.44,96.05,4994.599999999999,92.11,4789.72,119.78,111.47,106.89
Michigan,MI,Crawford County,26039,2014,43.9,42.8,44.9,57.9,57.7,58.0,13.8,12.3,15.2,13.1,11.2,14.8,65.0,71.2,77.3,64.4,68.6,10.3,14.6,42666,52400,64976,22547,19107,27421,52906,27958,23693,34002,13941,98.2,96.5,0.5,0.2,0.5,0.0,0.4,1.8,1.6,5781,157,118,9,210.0,876,261,40,374.0,26.6,22.2,31.4,23.3,17.5,29.5,23.7,14.3,33.9,10.0,18.7,0.6,16.4,27.2,4.7,145.7,145.7,145.7,145.7,145.7,140.83,128.45,128.45,128.45,128.45,130.68,6795.360000000001,99.07,99.07,99.07,99.07,99.07,99.07,96.62,96.62,96.62,96.62,99.07,5151.639999999999,168.7,168.7,168.7,168.7,168.7,168.7,154.33,154.33,154.33,154.33,153.99,122.2,122.2,122.2,122.2,122.2,114.23,111.39,111.39,111.39,111.39,114.23,145.7,7576.4,145.7,7576.4,128.45,6679.4,168.7,168.7,154.33,99.07,5151.639999999999,99.07,5151.639999999999,96.62,5024.24,122.2,122.2,111.39
Illinois,IL,Warren County,17187,2016,57.7,54.3,61.3,73.0,69.9,76.1,8.1,6.2,9.9,8.3,6.2,10.1,74.6,61.6,82.8,72.2,84.7,11.5,15.5,44067,53750,66113,22943,18701,30000,54202,28220,23002,36900,17611,98.3,89.9,2.8,0.0,2.2,0.0,3.4,1.7,9.1,6811,499,288,23,256.0,1187,407,74,729.0,29.6,26.7,32.7,20.3,14.4,26.3,19.8,9.7,30.4,9.6,17.8,1.0,20.7,31.4,9.7,167.65,167.65,167.65,167.65,145.0,145.0,125.0,125.0,125.0,125.0,65.0,3380.0,125.0,125.0,125.0,125.0,125.0,125.0,124.8,124.8,124.8,124.8,62.4,3244.7999999999997,175.3,175.3,175.3,175.3,155.0,155.0,140.0,140.0,140.0,140.0,80.0,146.95,146.95,146.95,146.95,136.25,136.25,125.0,125.0,125.0,125.0,75.0,167.65,8717.800000000001,145.0,7540.0,125.0,6500.0,175.3,155.0,140.0,125.0,6500.0,125.0,6500.0,124.8,6489.599999999999,146.95,136.25,125.0
Montana,MT,Sheridan County,30091,2010,57.5,47.8,67.5,76.1,66.6,85.1,2.0,2.1,1.9,2.2,2.2,2.2,68.0,48.2,97.2,55.1,86.9,6.4,14.5,39578,55313,75226,19873,16517,30573,53826,27027,22463,41579,3505,97.9,94.0,0.1,2.6,0.1,0.0,1.2,2.1,0.5,1674,64,76,3,39.0,309,40,10,22.0,30.2,31.5,28.5,18.0,8.7,30.7,21.1,7.4,39.6,19.4,33.7,0.0,11.4,18.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,AR,Lawrence County,5075,2013,46.3,43.9,48.8,58.8,56.7,60.8,9.5,7.4,11.5,8.8,7.6,9.9,61.4,63.8,77.0,55.6,67.5,19.3,25.4,32239,42457,53920,21656,17556,25731,40944,27503,22296,32678,17227,98.6,97.5,0.8,0.3,0.0,0.0,0.0,1.4,1.0,6580,367,321,34,313.0,1167,497,136,386.0,25.2,21.8,28.7,21.4,13.4,29.6,20.9,8.8,33.2,13.0,25.0,0.7,19.5,30.9,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,MO,Buchanan County,29021,2015,59.3,56.1,62.5,71.1,69.6,72.5,7.5,6.9,8.1,7.1,6.4,7.7,74.5,78.1,83.9,66.5,78.8,13.9,18.1,46315,58355,72360,25573,20869,31005,57431,31711,25878,38446,89561,96.5,88.8,5.2,0.3,0.9,0.2,1.0,3.5,5.9,33176,2246,1005,121,2616.0,6002,1768,206,3602.0,26.7,22.1,31.8,20.9,15.6,26.7,24.3,16.8,32.5,8.2,14.9,0.8,19.9,30.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
